2026-04-23 15:08:19 | INFO     | OpentronsSiLA2Server | Initializing OpentronsSiLA2Server...
2026-04-23 15:08:19 | INFO     | OpentronsSiLA2Server | Directories initialized
2026-04-23 15:08:19 | INFO     | OpentronsSiLA2Server | Hardware config folder: C:\Users\PC\Desktop\LabOS\v1\Library\HardwareConfig
2026-04-23 15:08:19 | INFO     | OpentronsSiLA2Server | Available configs: ['Generic_HAL.json', 'SerialDilution_Setup.json', 'Standard_Flex_Setup.json']
2026-04-23 15:08:19 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_filtertiprack_1000ul']
2026-04-23 15:08:19 | INFO     | OpentronsSiLA2Server | Components initialized
2026-04-23 15:08:19 | INFO     | OpentronsSiLA2Server | Robot connected: jntlbot
2026-04-23 15:08:19 | WARNING  | OpentronsSiLA2Server | gRPC servicer not available - server will have no RPC methods
2026-04-23 15:08:19 | INFO     | OpentronsSiLA2Server | SiLA2Common adapter registered (Plug & Play enabled)
2026-04-23 15:08:19 | INFO     | OpentronsSiLA2Server | Starting SiLA2 server on 0.0.0.0:50057...
2026-04-23 15:08:20 | INFO     | OpentronsSiLA2Server | ============================================================
2026-04-23 15:08:20 | INFO     | OpentronsSiLA2Server |   OpentronsSiLA2Server v1.0.0
2026-04-23 15:08:20 | INFO     | OpentronsSiLA2Server |   gRPC: 0.0.0.0:50057
2026-04-23 15:08:20 | INFO     | OpentronsSiLA2Server |   Robot: 169.254.161.83:31950
2026-04-23 15:08:20 | INFO     | OpentronsSiLA2Server |   Hardware: Standard_Flex_Setup
2026-04-23 15:08:20 | INFO     | OpentronsSiLA2Server | ============================================================
2026-04-23 15:09:48 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_tiprack_1000ul', 'opentrons_flex_96_tiprack_1000ul']
2026-04-23 15:17:25 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 15:18:42 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 15:23:28 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 15:28:38 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 15:30:57 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 15:31:14 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: succeeded)...
2026-04-23 15:34:39 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 15:34:52 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: succeeded)...
2026-04-23 15:39:31 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 15:39:31 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_tiprack_1000ul: need 4, available 192
2026-04-23 15:40:20 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: stopped)...
2026-04-23 15:40:20 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-04-23 15:40:20 | WARNING  | OpentronsSiLA2Server | Applying full planned usage for safety
2026-04-23 15:40:20 | INFO     | OpentronsSiLA2Server |   + 4 tips (opentrons_flex_96_tiprack_1000ul) [SAFETY]
2026-04-23 15:51:46 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 15:51:46 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_tiprack_1000ul: need 4, available 188
2026-04-23 15:52:43 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: stopped)...
2026-04-23 15:52:43 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-04-23 15:52:43 | WARNING  | OpentronsSiLA2Server | Applying full planned usage for safety
2026-04-23 15:52:43 | INFO     | OpentronsSiLA2Server |   + 4 tips (opentrons_flex_96_tiprack_1000ul) [SAFETY]
2026-04-23 17:01:29 | INFO     | OpentronsSiLA2Server | Initializing OpentronsSiLA2Server...
2026-04-23 17:01:29 | INFO     | OpentronsSiLA2Server | Directories initialized
2026-04-23 17:01:29 | INFO     | OpentronsSiLA2Server | Hardware config folder: C:\Users\PC\Desktop\LabOS\v1\Library\HardwareConfig
2026-04-23 17:01:29 | INFO     | OpentronsSiLA2Server | Available configs: ['Generic_HAL.json', 'SerialDilution_Setup.json', 'Standard_Flex_Setup.json']
2026-04-23 17:01:29 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_filtertiprack_1000ul', 'opentrons_flex_96_filtertiprack_1000ul']
2026-04-23 17:01:29 | INFO     | OpentronsSiLA2Server | Components initialized
2026-04-23 17:01:29 | INFO     | OpentronsSiLA2Server | Robot connected: jntlbot
2026-04-23 17:01:29 | WARNING  | OpentronsSiLA2Server | gRPC servicer not available - server will have no RPC methods
2026-04-23 17:01:29 | INFO     | OpentronsSiLA2Server | SiLA2Common adapter registered (Plug & Play enabled)
2026-04-23 17:01:29 | INFO     | OpentronsSiLA2Server | Starting SiLA2 server on 0.0.0.0:50057...
2026-04-23 17:01:31 | INFO     | OpentronsSiLA2Server | ============================================================
2026-04-23 17:01:31 | INFO     | OpentronsSiLA2Server |   OpentronsSiLA2Server v1.0.0
2026-04-23 17:01:31 | INFO     | OpentronsSiLA2Server |   gRPC: 0.0.0.0:50057
2026-04-23 17:01:31 | INFO     | OpentronsSiLA2Server |   Robot: 169.254.161.83:31950
2026-04-23 17:01:31 | INFO     | OpentronsSiLA2Server |   Hardware: Standard_Flex_Setup
2026-04-23 17:01:31 | INFO     | OpentronsSiLA2Server | ============================================================
2026-04-23 17:24:36 | INFO     | OpentronsSiLA2Server | Initializing OpentronsSiLA2Server...
2026-04-23 17:24:36 | INFO     | OpentronsSiLA2Server | Directories initialized
2026-04-23 17:24:36 | INFO     | OpentronsSiLA2Server | Hardware config folder: C:\Users\PC\Desktop\LabOS\v1\Library\HardwareConfig
2026-04-23 17:24:36 | INFO     | OpentronsSiLA2Server | Available configs: ['Generic_HAL.json', 'SerialDilution_Setup.json', 'Standard_Flex_Setup.json']
2026-04-23 17:24:36 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_filtertiprack_1000ul', 'opentrons_flex_96_filtertiprack_1000ul']
2026-04-23 17:24:36 | INFO     | OpentronsSiLA2Server | Components initialized
2026-04-23 17:24:37 | INFO     | OpentronsSiLA2Server | Robot connected: jntlbot
2026-04-23 17:24:37 | WARNING  | OpentronsSiLA2Server | gRPC servicer not available - server will have no RPC methods
2026-04-23 17:24:37 | INFO     | OpentronsSiLA2Server | SiLA2Common adapter registered (Plug & Play enabled)
2026-04-23 17:24:37 | INFO     | OpentronsSiLA2Server | Starting SiLA2 server on 0.0.0.0:50057...
2026-04-23 17:24:38 | INFO     | OpentronsSiLA2Server | ============================================================
2026-04-23 17:24:38 | INFO     | OpentronsSiLA2Server |   OpentronsSiLA2Server v1.0.0
2026-04-23 17:24:38 | INFO     | OpentronsSiLA2Server |   gRPC: 0.0.0.0:50057
2026-04-23 17:24:38 | INFO     | OpentronsSiLA2Server |   Robot: 169.254.161.83:31950
2026-04-23 17:24:38 | INFO     | OpentronsSiLA2Server |   Hardware: Standard_Flex_Setup
2026-04-23 17:24:38 | INFO     | OpentronsSiLA2Server | ============================================================
2026-04-23 17:26:38 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 17:26:38 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_filtertiprack_1000ul: need 6, available 192
2026-04-23 17:26:53 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: failed)...
2026-04-23 17:26:53 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-04-23 17:26:53 | WARNING  | OpentronsSiLA2Server | Applying full planned usage for safety
2026-04-23 17:26:53 | INFO     | OpentronsSiLA2Server |   + 6 tips (opentrons_flex_96_filtertiprack_1000ul) [SAFETY]
2026-04-23 17:27:54 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 17:28:56 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 17:28:56 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_filtertiprack_1000ul: need 6, available 186
2026-04-23 17:29:10 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: failed)...
2026-04-23 17:29:10 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-04-23 17:29:10 | WARNING  | OpentronsSiLA2Server | Applying full planned usage for safety
2026-04-23 17:29:10 | INFO     | OpentronsSiLA2Server |   + 6 tips (opentrons_flex_96_filtertiprack_1000ul) [SAFETY]
2026-04-23 17:32:27 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 17:32:42 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: failed)...
2026-04-23 17:32:42 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-04-23 18:05:03 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-04-23 18:05:03 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_filtertiprack_1000ul: need 6, available 180
2026-04-23 18:05:19 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: failed)...
2026-04-23 18:05:19 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-04-23 18:05:19 | WARNING  | OpentronsSiLA2Server | Applying full planned usage for safety
2026-04-23 18:05:19 | INFO     | OpentronsSiLA2Server |   + 6 tips (opentrons_flex_96_filtertiprack_1000ul) [SAFETY]
2026-04-23 18:10:02 | INFO     | OpentronsSiLA2Server | Initializing OpentronsSiLA2Server...
2026-04-23 18:10:02 | INFO     | OpentronsSiLA2Server | Directories initialized
2026-04-23 18:10:02 | INFO     | OpentronsSiLA2Server | Hardware config folder: C:\Users\PC\Desktop\LabOS\v1\Library\HardwareConfig
2026-04-23 18:10:02 | INFO     | OpentronsSiLA2Server | Available configs: ['Generic_HAL.json', 'SerialDilution_Setup.json', 'Standard_Flex_Setup.json']
2026-04-23 18:10:02 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_filtertiprack_1000ul', 'opentrons_flex_96_filtertiprack_1000ul']
2026-04-23 18:10:02 | INFO     | OpentronsSiLA2Server | Components initialized
2026-04-23 18:10:02 | INFO     | OpentronsSiLA2Server | Robot connected: jntlbot
2026-04-23 18:10:02 | WARNING  | OpentronsSiLA2Server | gRPC servicer not available - server will have no RPC methods
2026-04-23 18:10:02 | INFO     | OpentronsSiLA2Server | SiLA2Common adapter registered (Plug & Play enabled)
