2026-03-02 14:38:57 | INFO     | OpentronsSiLA2Server | Initializing OpentronsSiLA2Server...
2026-03-02 14:38:57 | INFO     | OpentronsSiLA2Server | Directories initialized
2026-03-02 14:38:57 | INFO     | OpentronsSiLA2Server | Hardware config folder: C:\Users\PC\Desktop\AutoLAB\v1\Library\HardwareConfig
2026-03-02 14:38:57 | INFO     | OpentronsSiLA2Server | Available configs: ['ELISA_Setup.json', 'SerialDilution_Setup.json', 'Standard_Flex_Setup.json']
2026-03-02 14:38:57 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_filtertiprack_1000ul']
2026-03-02 14:38:57 | INFO     | OpentronsSiLA2Server | Components initialized
2026-03-02 14:38:57 | INFO     | OpentronsSiLA2Server | Retry 1/5...
2026-03-02 14:39:00 | INFO     | OpentronsSiLA2Server | Retry 2/5...
2026-03-02 14:39:02 | INFO     | OpentronsSiLA2Server | Retry 3/5...
2026-03-02 14:39:04 | INFO     | OpentronsSiLA2Server | Retry 4/5...
2026-03-02 14:39:06 | WARNING  | OpentronsSiLA2Server | Robot connection failed - server will start without robot
2026-03-02 14:39:06 | WARNING  | OpentronsSiLA2Server | gRPC servicer not available - server will have no RPC methods
2026-03-02 14:39:06 | INFO     | OpentronsSiLA2Server | SiLA2Common adapter registered (Plug & Play enabled)
2026-03-02 14:39:06 | INFO     | OpentronsSiLA2Server | Starting SiLA2 server on 0.0.0.0:50057...
2026-03-02 14:39:07 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 14:39:07 | INFO     | OpentronsSiLA2Server |   OpentronsSiLA2Server v1.0.0
2026-03-02 14:39:07 | INFO     | OpentronsSiLA2Server |   gRPC: 0.0.0.0:50057
2026-03-02 14:39:07 | INFO     | OpentronsSiLA2Server |   Robot: 169.254.161.83:31950
2026-03-02 14:39:07 | INFO     | OpentronsSiLA2Server |   Hardware: Standard_Flex_Setup
2026-03-02 14:39:07 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 16:48:17 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-03-02 16:48:54 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_tiprack_1000ul', 'opentrons_flex_96_tiprack_1000ul']
2026-03-02 16:49:02 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-03-02 16:49:37 | INFO     | OpentronsSiLA2Server | Initializing OpentronsSiLA2Server...
2026-03-02 16:49:37 | INFO     | OpentronsSiLA2Server | Directories initialized
2026-03-02 16:49:37 | INFO     | OpentronsSiLA2Server | Hardware config folder: C:\Users\PC\Desktop\AutoLAB\v1\Library\HardwareConfig
2026-03-02 16:49:37 | INFO     | OpentronsSiLA2Server | Available configs: ['Generic_HAL_20260302_164721.json', 'SerialDilution_Setup.json', 'Standard_Flex_Setup.json']
2026-03-02 16:49:37 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_filtertiprack_1000ul']
2026-03-02 16:49:37 | INFO     | OpentronsSiLA2Server | Components initialized
2026-03-02 16:49:38 | INFO     | OpentronsSiLA2Server | Robot connected: jntlbot
2026-03-02 16:49:38 | WARNING  | OpentronsSiLA2Server | gRPC servicer not available - server will have no RPC methods
2026-03-02 16:49:38 | INFO     | OpentronsSiLA2Server | SiLA2Common adapter registered (Plug & Play enabled)
2026-03-02 16:49:38 | INFO     | OpentronsSiLA2Server | Starting SiLA2 server on 0.0.0.0:50057...
2026-03-02 16:49:39 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 16:49:39 | INFO     | OpentronsSiLA2Server |   OpentronsSiLA2Server v1.0.0
2026-03-02 16:49:39 | INFO     | OpentronsSiLA2Server |   gRPC: 0.0.0.0:50057
2026-03-02 16:49:39 | INFO     | OpentronsSiLA2Server |   Robot: 169.254.161.83:31950
2026-03-02 16:49:39 | INFO     | OpentronsSiLA2Server |   Hardware: Standard_Flex_Setup
2026-03-02 16:49:39 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 16:50:12 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_tiprack_1000ul', 'opentrons_flex_96_tiprack_1000ul']
2026-03-02 16:50:20 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-03-02 16:59:55 | INFO     | OpentronsSiLA2Server | Initializing OpentronsSiLA2Server...
2026-03-02 16:59:55 | INFO     | OpentronsSiLA2Server | Directories initialized
2026-03-02 16:59:55 | INFO     | OpentronsSiLA2Server | Hardware config folder: C:\Users\PC\Desktop\AutoLAB\v1\Library\HardwareConfig
2026-03-02 16:59:55 | INFO     | OpentronsSiLA2Server | Available configs: ['Generic_HAL_20260302_164721.json', 'SerialDilution_Setup.json', 'Standard_Flex_Setup.json']
2026-03-02 16:59:55 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_filtertiprack_1000ul']
2026-03-02 16:59:55 | INFO     | OpentronsSiLA2Server | Components initialized
2026-03-02 16:59:56 | INFO     | OpentronsSiLA2Server | Robot connected: jntlbot
2026-03-02 16:59:56 | WARNING  | OpentronsSiLA2Server | gRPC servicer not available - server will have no RPC methods
2026-03-02 16:59:56 | INFO     | OpentronsSiLA2Server | SiLA2Common adapter registered (Plug & Play enabled)
2026-03-02 16:59:56 | INFO     | OpentronsSiLA2Server | Starting SiLA2 server on 0.0.0.0:50057...
2026-03-02 16:59:57 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 16:59:57 | INFO     | OpentronsSiLA2Server |   OpentronsSiLA2Server v1.0.0
2026-03-02 16:59:57 | INFO     | OpentronsSiLA2Server |   gRPC: 0.0.0.0:50057
2026-03-02 16:59:57 | INFO     | OpentronsSiLA2Server |   Robot: 169.254.161.83:31950
2026-03-02 16:59:57 | INFO     | OpentronsSiLA2Server |   Hardware: Standard_Flex_Setup
2026-03-02 16:59:57 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 17:13:56 | INFO     | OpentronsSiLA2Server | Initializing OpentronsSiLA2Server...
2026-03-02 17:13:56 | INFO     | OpentronsSiLA2Server | Directories initialized
2026-03-02 17:13:56 | INFO     | OpentronsSiLA2Server | Hardware config folder: C:\Users\PC\Desktop\AutoLAB\v1\Library\HardwareConfig
2026-03-02 17:13:56 | INFO     | OpentronsSiLA2Server | Available configs: ['Generic_HAL_20260302_171055.json', 'SerialDilution_Setup.json', 'Standard_Flex_Setup.json']
2026-03-02 17:13:56 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_filtertiprack_1000ul']
2026-03-02 17:13:56 | INFO     | OpentronsSiLA2Server | Components initialized
2026-03-02 17:13:56 | INFO     | OpentronsSiLA2Server | Robot connected: jntlbot
2026-03-02 17:13:56 | WARNING  | OpentronsSiLA2Server | gRPC servicer not available - server will have no RPC methods
2026-03-02 17:13:56 | INFO     | OpentronsSiLA2Server | SiLA2Common adapter registered (Plug & Play enabled)
2026-03-02 17:13:56 | INFO     | OpentronsSiLA2Server | Starting SiLA2 server on 0.0.0.0:50057...
2026-03-02 17:13:57 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 17:13:57 | INFO     | OpentronsSiLA2Server |   OpentronsSiLA2Server v1.0.0
2026-03-02 17:13:57 | INFO     | OpentronsSiLA2Server |   gRPC: 0.0.0.0:50057
2026-03-02 17:13:57 | INFO     | OpentronsSiLA2Server |   Robot: 169.254.161.83:31950
2026-03-02 17:13:57 | INFO     | OpentronsSiLA2Server |   Hardware: Standard_Flex_Setup
2026-03-02 17:13:57 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 17:38:02 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_tiprack_1000ul', 'opentrons_flex_96_tiprack_1000ul']
2026-03-02 17:38:08 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-03-02 17:38:08 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_tiprack_1000ul: need 4, available 192
2026-03-02 17:38:29 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: failed)...
2026-03-02 17:38:29 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-03-02 17:38:30 | WARNING  | OpentronsSiLA2Server | Applying full planned usage for safety
2026-03-02 17:38:30 | INFO     | OpentronsSiLA2Server |   + 4 tips (opentrons_flex_96_tiprack_1000ul) [SAFETY]
2026-03-02 18:06:35 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-03-02 18:06:35 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_tiprack_1000ul: need 4, available 188
2026-03-02 18:06:59 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: failed)...
2026-03-02 18:06:59 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-03-02 18:06:59 | WARNING  | OpentronsSiLA2Server | Applying full planned usage for safety
2026-03-02 18:06:59 | INFO     | OpentronsSiLA2Server |   + 4 tips (opentrons_flex_96_tiprack_1000ul) [SAFETY]
2026-03-02 18:07:20 | INFO     | OpentronsSiLA2Server | Initializing OpentronsSiLA2Server...
2026-03-02 18:07:20 | INFO     | OpentronsSiLA2Server | Directories initialized
2026-03-02 18:07:20 | INFO     | OpentronsSiLA2Server | Hardware config folder: C:\Users\PC\Desktop\AutoLAB\v1\Library\HardwareConfig
2026-03-02 18:07:20 | INFO     | OpentronsSiLA2Server | Available configs: ['Generic_HAL_20260302_171055.json', 'SerialDilution_Setup.json', 'Standard_Flex_Setup.json']
2026-03-02 18:07:20 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_filtertiprack_1000ul']
2026-03-02 18:07:20 | INFO     | OpentronsSiLA2Server | Components initialized
2026-03-02 18:07:20 | INFO     | OpentronsSiLA2Server | Robot connected: jntlbot
2026-03-02 18:07:20 | WARNING  | OpentronsSiLA2Server | gRPC servicer not available - server will have no RPC methods
2026-03-02 18:07:20 | INFO     | OpentronsSiLA2Server | SiLA2Common adapter registered (Plug & Play enabled)
2026-03-02 18:07:20 | INFO     | OpentronsSiLA2Server | Starting SiLA2 server on 0.0.0.0:50057...
2026-03-02 18:07:22 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 18:07:22 | INFO     | OpentronsSiLA2Server |   OpentronsSiLA2Server v1.0.0
2026-03-02 18:07:22 | INFO     | OpentronsSiLA2Server |   gRPC: 0.0.0.0:50057
2026-03-02 18:07:22 | INFO     | OpentronsSiLA2Server |   Robot: 169.254.161.83:31950
2026-03-02 18:07:22 | INFO     | OpentronsSiLA2Server |   Hardware: Standard_Flex_Setup
2026-03-02 18:07:22 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 18:08:01 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-03-02 18:12:49 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_tiprack_1000ul', 'opentrons_flex_96_tiprack_1000ul']
2026-03-02 18:13:00 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-03-02 18:13:00 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_tiprack_1000ul: need 4, available 184
2026-03-02 18:14:01 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: stopped)...
2026-03-02 18:14:01 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-03-02 18:14:01 | WARNING  | OpentronsSiLA2Server | Applying full planned usage for safety
2026-03-02 18:14:01 | INFO     | OpentronsSiLA2Server |   + 4 tips (opentrons_flex_96_tiprack_1000ul) [SAFETY]
2026-03-02 18:21:05 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-03-02 18:21:05 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_tiprack_1000ul: need 4, available 180
2026-03-02 18:22:03 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: failed)...
2026-03-02 18:22:03 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-03-02 18:22:05 | WARNING  | OpentronsSiLA2Server | Applying full planned usage for safety
2026-03-02 18:22:05 | INFO     | OpentronsSiLA2Server |   + 4 tips (opentrons_flex_96_tiprack_1000ul) [SAFETY]
2026-03-02 18:23:16 | INFO     | OpentronsSiLA2Server | Executing emergency drop sequence...
2026-03-02 18:24:02 | INFO     | OpentronsSiLA2Server | Emergency drop completed
2026-03-02 18:28:36 | INFO     | OpentronsSiLA2Server | Initializing OpentronsSiLA2Server...
2026-03-02 18:28:36 | INFO     | OpentronsSiLA2Server | Directories initialized
2026-03-02 18:28:36 | INFO     | OpentronsSiLA2Server | Hardware config folder: C:\Users\PC\Desktop\AutoLAB\v1\Library\HardwareConfig
2026-03-02 18:28:36 | INFO     | OpentronsSiLA2Server | Available configs: ['Generic_HAL_20260302_171055.json', 'SerialDilution_Setup.json', 'Standard_Flex_Setup.json']
2026-03-02 18:28:36 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_filtertiprack_1000ul']
2026-03-02 18:28:36 | INFO     | OpentronsSiLA2Server | Components initialized
2026-03-02 18:28:36 | INFO     | OpentronsSiLA2Server | Robot connected: jntlbot
2026-03-02 18:28:36 | WARNING  | OpentronsSiLA2Server | gRPC servicer not available - server will have no RPC methods
2026-03-02 18:28:36 | INFO     | OpentronsSiLA2Server | SiLA2Common adapter registered (Plug & Play enabled)
2026-03-02 18:28:36 | INFO     | OpentronsSiLA2Server | Starting SiLA2 server on 0.0.0.0:50057...
2026-03-02 18:28:38 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 18:28:38 | INFO     | OpentronsSiLA2Server |   OpentronsSiLA2Server v1.0.0
2026-03-02 18:28:38 | INFO     | OpentronsSiLA2Server |   gRPC: 0.0.0.0:50057
2026-03-02 18:28:38 | INFO     | OpentronsSiLA2Server |   Robot: 169.254.161.83:31950
2026-03-02 18:28:38 | INFO     | OpentronsSiLA2Server |   Hardware: Standard_Flex_Setup
2026-03-02 18:28:38 | INFO     | OpentronsSiLA2Server | ============================================================
2026-03-02 18:29:04 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_tiprack_1000ul', 'opentrons_flex_96_tiprack_1000ul']
2026-03-02 18:30:17 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-03-02 18:30:17 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_tiprack_1000ul: need 4, available 192
2026-03-02 18:32:46 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_tiprack_1000ul']
2026-03-02 18:36:34 | INFO     | OpentronsSiLA2Server | Updating tip tracker (status: stopped)...
2026-03-02 18:36:34 | WARNING  | OpentronsSiLA2Server | Run incomplete - reading actual usage from log...
2026-03-02 18:36:34 | WARNING  | OpentronsSiLA2Server | Applying full planned usage for safety
2026-03-02 18:36:34 | INFO     | OpentronsSiLA2Server |   + 4 tips (opentrons_flex_96_tiprack_1000ul) [SAFETY]
2026-03-02 18:44:06 | INFO     | OpentronsSiLA2Server | Initialized tip racks from HAL: ['opentrons_flex_96_tiprack_1000ul']
2026-03-02 18:46:08 | INFO     | OpentronsSiLA2Server | Applying Hardware Config (HAL)...
2026-03-02 18:46:08 | INFO     | OpentronsSiLA2Server | [PLAN] opentrons_flex_96_tiprack_1000ul: need 4, available 96
